signal,mint_address,token_symbol,hour,close,volume_h1,sma_4h,sma_12h,r_fwd_1h,r_fwd_4h,r_fwd_24h
breakout_from_consolidation,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,Fartcoin ,2026-03-13 00:00:00,0.1598,104449.96,0.15644999999999998,0.154325,0.01126408010012514,0.015644555694618312,-0.008135168961201478
breakout_from_consolidation,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,Fartcoin ,2026-03-15 02:00:00,0.1629,48848.41,0.15944999999999998,0.15925833333333334,,,
breakout_from_consolidation,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,2026-03-11 16:00:00,5.997e-06,48288.76,5.91225e-06,5.911000000000001e-06,0.0023345005836250543,-0.0031682507920627323,-0.002834750708687661
breakout_from_consolidation,Df6yfrKC8kZE3KNkrHERKzAetSxbrWeniQfyJY4Jpump,CHILLGUY,2026-03-13 00:00:00,0.009791,12437.34,0.009660499999999999,0.009657666666666667,0.01787355734858531,0.006434480645490792,-0.0479011336942089
breakout_from_consolidation,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,JUP,2026-03-13 00:00:00,0.1653,83021.41,0.162875,0.16209166666666666,0.01330913490623109,0.004234724742891771,-0.018753781004234638
breakout_from_consolidation,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,mSOL,2026-03-10 08:00:00,117.91,859191.27,117.84,117.24000000000001,0.007632940378254682,-0.0007632940378254904,-0.013993724026799992
breakout_from_consolidation,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,mSOL,2026-03-11 17:00:00,118.8,141497.84,117.1175,116.96416666666669,0.006734006734006703,0.004292929292929237,-0.004208754208754217
breakout_from_consolidation,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,mSOL,2026-03-12 12:00:00,118.95,23394.52,118.1675,117.01838166666666,-0.007145859604876015,-0.003951240016813795,
breakout_from_consolidation,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,BOME,2026-03-10 09:00:00,0.0004242,70892.8,0.00041600000000000003,0.00040758333333333337,-0.004243281471004168,0.007779349363507659,-0.010843941537010848
breakout_from_consolidation,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,BOME,2026-03-12 19:00:00,0.0004486,68865.92,0.00044175,0.00043665,-0.0164957646009809,0.0011145786892554632,0.024074899687917872
